year-end,rank,artist_name,song_title,words,positive,negative,neutral,total_score
2008,1,Flo Rida Featuring T-Pain,Low,573,2.268760908,1.396160558,96.33507853,0.872600349
2008,2,Leona Lewis,Bleeding Love,319,1.567398119,6.269592476,92.1630094,-4.702194357
2008,3,Alicia Keys,No One,266,0.37593985,0.751879699,98.87218045,-0.37593985
2008,4,Lil Wayne Featuring Static Major,Lollipop,665,7.368421053,0.30075188,92.33082707,7.067669173
2008,5,Timbaland Featuring OneRepublic,Apologize,173,2.312138728,0,97.68786127,2.312138728
2008,6,Jordin Sparks Duet With Chris Brown,No Air,14098,1.447013761,1.46120017,97.09178607,-0.014186409
2008,7,Sara Bareilles,Love Song,359,4.178272981,2.506963788,93.31476323,1.671309192
2008,8,Usher Featuring Young Jeezy,Love In This Club,497,3.420523139,0.402414487,96.17706237,3.018108652
2008,9,Chris Brown,With You,561,1.782531194,0.891265597,97.32620321,0.891265597
2008,10,Chris Brown,Forever,381,3.149606299,0,96.8503937,3.149606299
2008,11,Ray J & Yung Berg,Sexy Can I,567,4.761904762,1.940035273,93.29805996,2.821869489
2008,12,Rihanna,Take A Bow,248,2.822580645,2.822580645,94.35483871,0
2008,13,Coldplay,Viva La Vida,241,1.244813278,2.074688797,96.68049793,-0.829875519
2008,14,Katy Perry, I Kissed A Girl,222,6.306306306,0.45045045,93.24324324,5.855855856
2008,15,T.I.,Whatever You Like,543,2.578268877,0.552486188,96.86924494,2.025782689
2008,16,Rihanna,Disturbia,433,1.616628176,13.39491917,84.98845266,-11.77829099
2008,17,Rihanna,Don't Stop The Music,518,1.930501931,1.544401544,96.52509653,0.386100386
2008,18,Natasha Bedingfield,Pocketful Of Sunshine,464,5.818965517,1.724137931,92.45689655,4.094827586
2008,19,Chris Brown Featuring T-Pain,Kiss Kiss,727,0.550206327,4.539202201,94.91059147,-3.988995873
2008,20,Ne-Yo,Closer,279,0.716845878,0.358422939,98.92473118,0.358422939
2009,1,The Black Eyed Peas,Boom Boom Pow,483,9.109730849,0.82815735,90.0621118,8.281573499
2009,2,Lady Gaga,Poker Face,426,4.929577465,0.234741784,94.83568075,4.694835681
2009,3,Lady Gaga Featuring Colby O'Donis,Just Dance,417,1.438848921,0.959232614,97.60191847,0.479616307
2009,4,The Black Eyed Peas,I Gotta Feeling,504,5.753968254,1.19047619,93.05555556,4.563492063
2009,5,Taylor Swift, Love Story,332,2.108433735,1.204819277,96.68674699,0.903614458
2009,6,Flo Rida,Right Round,524,6.679389313,0.190839695,93.12977099,6.488549618
2009,7,Jason Mraz,I'm Yours,304,4.276315789,0.657894737,95.06578947,3.618421053
2009,8,Beyonce,Single Ladies (Put A Ring On It),578,3.806228374,1.557093426,94.6366782,2.249134948
2009,9,Kanye West,Heartless,405,0.740740741,1.728395062,97.5308642,-0.987654321
2009,10,The All-American Rejects,Gives You Hell,373,1.876675603,2.949061662,95.17426273,-1.072386059
2009,11,Taylor Swift,You Belong With Me,351,1.994301994,0,98.00569801,1.994301994
2009,12,T.I. Featuring Justin Timberlake,Dead And Gone,769,1.170351105,4.161248375,94.66840052,-2.990897269
2009,13,The Fray,You Found Me,255,0,0.784313725,99.21568627,-0.784313725
2009,14,Kings Of Leon,Use Somebody,132,8.333333333,0,91.66666667,8.333333333
2009,15,Keri Hilson Featuring Kanye West & Ne-Yo,Knock You Down,627,3.50877193,1.594896332,94.89633174,1.913875598
2009,16,Jamie Foxx Featuring T-Pain,Blame It,619,1.615508885,1.292407108,97.09208401,0.323101777
2009,17,Pitbull,I Know You Want Me (Calle Ocho),523,0.956022945,0.191204589,98.85277247,0.764818356
2009,18,T.I. Featuring Rihanna,Live Your Life,860,2.906976744,1.279069767,95.81395349,1.627906977
2009,19,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone,512,1.5625,2.5390625,95.8984375,-0.9765625
2009,20,Jay Sean Featuring Lil Wayne,Down,1420,2.183098592,0.563380282,97.25352113,1.61971831
2010,1,Ke$ha,TiK ToK,400,1,4.75,94.25,-3.75
2010,2,Lady Antebellum,Need You Now,218,1.376146789,2.293577982,96.33027523,-0.917431193
2010,3,Train,"Hey, Soul Sister",230,3.913043478,2.173913043,93.91304348,1.739130435
2010,4,Katy Perry Featuring Snoop Dogg,California Gurls,345,2.31884058,1.739130435,95.94202899,0.579710145
2010,5,Usher Featuring will.i.am,OMG,603,3.316749585,0.829187396,95.85406302,2.487562189
2010,6,B.o.B Featuring Hayley Williams,Airplanes,2,0,0,100,0
2010,7,Eminem Featuring Rihanna,Love The Way You Lie,687,3.493449782,3.493449782,93.01310044,0
2010,8, Lady Gaga,Bad Romance,402,0.497512438,7.960199005,91.54228856,-7.462686567
2010,9,Taio Cruz,Dynamite,310,1.290322581,0,98.70967742,1.290322581
2010,10,Taio Cruz Featuring Ludacris,Break Your Heart,385,1.818181818,16.36363636,81.81818182,-14.54545455
2010,11,B.o.B Featuring Bruno Mars,Nothin' On You,582,0.343642612,1.030927835,98.62542955,-0.687285223
2010,12,Enrique Iglesias Featuring Pitbull,I Like It,430,6.744186047,1.162790698,92.09302326,5.581395349
2010,13,Young Money Featuring Lloyd,BedRock,651,2.91858679,1.228878648,95.85253456,1.689708141
2010,14,Jason Derulo, In My Head,386,1.554404145,0.518134715,97.92746114,1.03626943
2010,15,Rihanna,Rude Boy,534,6.554307116,3.183520599,90.26217228,3.370786517
2010,16,Lady Gaga Featuring Beyonce,Telephone,605,0.661157025,0.495867769,98.84297521,0.165289256
2010,17,Katy Perry,Teenage Dream,337,1.18694362,0.890207715,97.92284866,0.296735905
2010,18,Bruno Mars,Just The Way You Are,247,4.048582996,0.809716599,95.1417004,3.238866397
2010,19,Mike Posner,Cooler Than Me,522,1.915708812,1.149425287,96.9348659,0.766283525
2010,20,The Black Eyed Peas,Imma Be,524,1.908396947,0.763358779,97.32824427,1.145038168
2011,1,Adele,Rolling In The Deep,493,0.60851927,1.622718053,97.76876268,-1.014198783
2011,2,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,421,2.850356295,1.90023753,95.24940618,0.950118765
2011,3,Katy Perry,Firework,304,2.302631579,0.657894737,97.03947368,1.644736842
2011,4,Katy Perry Featuring Kanye West,E.T.,316,1.898734177,1.265822785,96.83544304,0.632911392
2011,5,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,553,0.542495479,0,99.45750452,0.542495479
2011,6,Bruno Mars,Grenade,392,1.275510204,2.040816327,96.68367347,-0.765306122
2011,8,Nicki Minaj,Super Bass,572,4.370629371,0.524475524,95.1048951,3.846153846
2011,9,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,388,5.412371134,1.030927835,93.55670103,4.381443299
2011,10,The Black Eyed Peas,Just Can't Get Enough,436,2.752293578,2.293577982,94.95412844,0.458715596
2011,11,Jennifer Lopez Featuring Pitbull,On The Floor,528,2.083333333,0.757575758,97.15909091,1.325757576
2011,12,Rihanna,S&M,377,13.79310345,5.039787798,81.16710875,8.75331565
2011,13,Foster The People,Pumped Up Kicks,349,10.6017192,0.286532951,89.11174785,10.31518625
2011,14,Katy Perry,Last Friday Night (T.G.I.F.),362,1.104972376,1.38121547,97.51381215,-0.276243094
2011,15,Bruno Mars,Just The Way You Are,247,4.048582996,0.809716599,95.1417004,3.238866397
2011,16,Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You),336,0.595238095,2.380952381,97.02380952,-1.785714286
2011,17,P!nk,Raise Your Glass,341,3.519061584,0.879765396,95.60117302,2.639296188
2011,18,Lady Gaga,Born This Way,492,5.284552846,0.406504065,94.30894309,4.87804878
2011,19,P!nk,F**kin' Perfect,0,0,0,0,0
2011,20,Rihanna Featuring Drake,What's My Name?,535,2.056074766,0.560747664,97.38317757,1.495327103
2011,21, Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,763,2.228047182,1.834862385,95.93709043,0.393184797
2012,1,Gotye Featuring Kimbra,Somebody That I Used To Know,67,2.985074627,0,97.01492537,2.985074627
2012,2,Carly Rae Jepsen,Call Me Maybe,360,0.833333333,3.888888889,95.27777778,-3.055555556
2012,3,fun. Featuring Janelle Monae,We Are Young,1,0,0,100,0
2012,4,Maroon 5 Featuring Wiz Khalifa,Payphone,480,1.875,3.125,95,-1.25
2012,5,Ellie Goulding,Lights,223,2.69058296,0.896860987,96.41255605,1.793721973
2012,6,The Wanted,Glad You Came,273,6.95970696,1.465201465,91.57509158,5.494505495
2012,7,Kelly Clarkson,Stronger (What Doesn't Kill You),324,0.617283951,7.407407407,91.97530864,-6.790123457
2012,8,Rihanna Featuring Calvin Harris,We Found Love,195,8.205128205,8.205128205,83.58974359,0
2012,9,Nicki Minaj,Starships,312,0.961538462,1.282051282,97.75641026,-0.320512821
2012,10,One Direction,What Makes You Beautiful,374,3.20855615,1.069518717,95.72192513,2.139037433
2012,11,Flo Rida Featuring Sia,Wild Ones,449,2.89532294,5.79064588,91.31403118,-2.89532294
2012,12,Adele,Set Fire To The Rain,295,0,1.694915254,98.30508475,-1.694915254
2012,13,LMFAO,Sexy And I Know It,295,5.423728814,1.016949153,93.55932203,4.406779661
2012,14,fun.,Some Nights,387,1.80878553,3.100775194,95.09043928,-1.291989664
2012,15,Katy Perry,Wide Awake,268,0.746268657,5.597014925,93.65671642,-4.850746269
2012,16,Flo Rida,Good Feeling,373,4.557640751,0.804289544,94.63806971,3.753351206
2012,17,Flo Rida,Whistle,450,2.222222222,3.777777778,94,-1.555555556
2012,18,Maroon 5,One More Night,398,2.010050251,2.261306533,95.72864322,-0.251256281
2012,19,Train,Drive By,346,2.312138728,2.601156069,95.0867052,-0.289017341
2012,20,Drake Featuring Lil Wayne,The Motto,0,0,0,0,0
2013,1,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,604,1.324503311,2.814569536,95.86092715,-1.490066225
2013,2,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,520,3.846153846,1.923076923,94.23076923,1.923076923
2013,3,Imagine Dragons,Radioactive,183,0.546448087,2.18579235,97.26775956,-1.639344262
2013,4,Baauer,Harlem Shake,81,0,0,100,0
2013,5,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,0,0,0,0,0
2013,6,Justin Timberlake,Mirrors,851,6.227967098,0.587544066,93.18448884,5.640423032
2013,7,P!nk Featuring Nate Ruess,Just Give Me A Reason,363,3.305785124,4.407713499,92.28650138,-1.101928375
2013,8,Bruno Mars,When I Was Your Man,269,2.230483271,1.858736059,95.91078067,0.371747212
2013,9,Florida Georgia Line Featuring Nelly,Cruise,495,2.626262626,0.606060606,96.76767677,2.02020202
2013,10,Katy Perry,Roar,408,0.980392157,1.715686275,97.30392157,-0.735294118
2013,11,Bruno Mars,Locked Out Of Heaven,257,1.167315175,0,98.83268482,1.167315175
2013,12,The Lumineers,Ho Hey,148,1.351351351,0.675675676,97.97297297,0.675675676
2013,13,Rihanna Featuring Mikky Ekko,Stay,176,0.568181818,1.704545455,97.72727273,-1.136363636
2013,14,Daft Punk Featuring Pharrell Williams,Get Lucky ,186,2.688172043,0,97.31182796,2.688172043
2013,15,Lorde,Royals,328,2.743902439,0.304878049,96.95121951,2.43902439
2013,16,Taylor Swift,I Knew You Were Trouble.,336,1.19047619,8.630952381,90.17857143,-7.44047619
